simulation,tradeoff,Org1_growth,Org2_growth
1c,1.0,10.0,10.0
1c,0.99,9.900000000002196,9.900000000002196
1c,0.98,9.800000000002392,9.800000000002392
1c,0.97,9.700000000001713,9.700000000001713
1c,0.96,9.60000000000149,9.60000000000149
1c,0.95,9.500000000001776,9.500000000001776
1c,0.94,9.400000000001612,9.400000000001612
1c,0.9299999999999999,9.300000000012211,9.300000000012211
1c,0.92,9.200000000013247,9.200000000013247
1c,0.91,9.100000000011981,9.100000000011981
1c,0.9,9.000000000010825,9.000000000010825
1c,0.89,8.900000000009642,8.900000000009642
1c,0.88,8.800000000010073,8.800000000010073
1c,0.87,8.700000000009155,8.700000000009155
1c,0.86,8.600000000009496,8.600000000009496
1c,0.85,8.50000000000925,8.50000000000925
1c,0.84,8.400000000008607,8.400000000008607
1c,0.83,8.300000000008387,8.300000000008387
1c,0.8200000000000001,8.200000000008457,8.200000000008457
1c,0.81,8.100000000007896,8.100000000007896
1c,0.8,8.000000000007628,8.000000000007628
1c,0.79,7.90000000000735,7.90000000000735
1c,0.78,7.800000000007068,7.800000000007068
1c,0.77,7.700000000006779,7.700000000006779
1c,0.76,7.600000000006487,7.600000000006487
1c,0.75,7.500000000006196,7.500000000006196
1c,0.74,7.400000000005905,7.400000000005905
1c,0.73,7.300000000005614,7.300000000005614
1c,0.72,7.200000000005327,7.200000000005327
1c,0.71,7.100000000005047,7.100000000005047
1c,0.7,7.000000000004775,7.000000000004775
1c,0.69,6.900000000004509,6.900000000004509
1c,0.6799999999999999,6.800000000003836,6.800000000003836
1c,0.6699999999999999,6.700000000003616,6.700000000003616
1c,0.6599999999999999,6.6000000000034875,6.6000000000034875
1c,0.6499999999999999,6.500000000003701,6.500000000003701
1c,0.64,6.400000000003906,6.400000000003906
1c,0.63,6.30000000000411,6.30000000000411
1c,0.62,6.200000000004305,6.200000000004305
1c,0.61,6.100000000004493,6.100000000004493
1c,0.6,6.000000000004689,6.000000000004689
1c,0.59,5.900000000004875,5.900000000004875
1c,0.5800000000000001,5.800000000005023,5.800000000005023
1c,0.5700000000000001,5.700000000005175,5.700000000005175
1c,0.56,5.600000000005338,5.600000000005338
1c,0.55,5.500000000005493,5.500000000005493
1c,0.54,5.400000000005595,5.400000000005595
1c,0.53,5.3000000000057526,5.3000000000057526
1c,0.52,5.200000000005983,5.200000000005983
1c,0.51,5.100000000006211,5.100000000006211
1c,0.5,5.000000000006437,5.000000000006437
1c,0.49,4.900000000006661,4.900000000006661
1c,0.48,4.800000000006882,4.800000000006882
1c,0.47,4.700000000007129,4.700000000007129
1c,0.45999999999999996,4.6000000000072125,4.6000000000072125
1c,0.44999999999999996,4.500000000007509,4.500000000007509
1c,0.43999999999999995,4.4000000000078305,4.4000000000078305
1c,0.42999999999999994,4.3000000000081595,4.3000000000081595
1c,0.42000000000000004,4.200000000008504,4.200000000008504
1c,0.41000000000000003,4.1000000000088495,4.1000000000088495
1c,0.4,4.000000000009166,4.000000000009166
1c,0.39,3.9000000000092285,3.9000000000092285
1c,0.38,3.800000000009599,3.800000000009599
1c,0.37,3.700000000009991,3.700000000009991
1c,0.36,3.600000000010447,3.600000000010447
1c,0.35,3.500000000011477,3.500000000011477
1c,0.33999999999999997,3.400000000012056,3.400000000012056
1c,0.32999999999999996,3.300000000012679,3.300000000012679
1c,0.31999999999999995,3.2000000000133535,3.2000000000133535
1c,0.30999999999999994,3.1000000000140897,3.1000000000140897
1c,0.29999999999999993,3.0000000000148965,3.0000000000148965
1c,0.29000000000000004,2.900000000015791,2.900000000015791
1c,0.28,2.8000000000167913,2.8000000000167913
1c,0.27,2.700000000017913,2.700000000017913
1c,0.26,2.600000000019174,2.600000000019174
1c,0.25,2.500000000020597,2.500000000020597
1c,0.24,2.400000000022202,2.400000000022202
1c,0.22999999999999998,2.3000000000240153,2.3000000000240153
1c,0.21999999999999997,2.2000000000260584,2.2000000000260584
1c,0.20999999999999996,2.100000000028355,2.100000000028355
1c,0.19999999999999996,2.0000000000309286,2.0000000000309286
1c,0.18999999999999995,1.9000000000337978,1.9000000000337978
1c,0.17999999999999994,1.8000000000369805,1.8000000000369805
1c,0.16999999999999993,1.7000000000040485,1.7000000000040485
1c,0.16000000000000003,1.6000000000044345,1.6000000000044345
1c,0.15000000000000002,1.5000000000411264,1.5000000000411264
1c,0.14,1.4000000000053083,1.4000000000053083
1c,0.13,1.3000000000057976,1.3000000000057976
1c,0.12,1.2000000000064486,1.2000000000064486
1c,0.10999999999999999,1.1000000000074484,1.1000000000074484
1c,0.09999999999999998,1.0000000000087286,1.0000000000087286
1c,0.08999999999999997,0.9000000000115665,0.9000000000115665
1c,0.07999999999999996,0.8000000000151283,0.8000000000151283
1c,0.06999999999999995,0.7000000000195933,0.7000000000195933
1c,0.05999999999999994,0.6000000000247292,0.6000000000247292
1c,0.04999999999999993,0.5000000000301634,0.5000000000301634
1c,0.040000000000000036,0.4000000000450803,0.4000000000450803
1c,0.030000000000000027,0.30000000000895455,0.30000000000895455
1c,0.020000000000000018,0.20000000001138,0.20000000001138
1c,0.010000000000000009,0.10000000005779175,0.10000000005779175
1c,0.0,0.0,0.0
2a,1.0,5.000000000000022,5.000000000000022
2a,0.99,4.950000000006166,4.950000000006166
2a,0.98,4.900000000003505,4.900000000003505
2a,0.97,4.8500000000025985,4.8500000000025985
2a,0.96,4.800000000002715,4.800000000002715
2a,0.95,4.750000000004225,4.750000000004225
2a,0.94,4.700000000004979,4.700000000004979
2a,0.9299999999999999,4.650000000005023,4.650000000005023
2a,0.92,4.60000000000479,4.60000000000479
2a,0.91,4.550000000004034,4.550000000004034
2a,0.9,4.500000000003351,4.500000000003351
2a,0.89,4.4500000000030875,4.4500000000030875
2a,0.88,4.4000000000029615,4.4000000000029615
2a,0.87,4.350000000003246,4.350000000003246
2a,0.86,4.300000000003524,4.300000000003524
2a,0.85,4.250000000006517,4.250000000006517
2a,0.84,4.2000000000059465,4.2000000000059465
2a,0.83,4.150000000005548,4.150000000005548
2a,0.8200000000000001,4.100000000005269,4.100000000005269
2a,0.81,4.050000000005352,4.050000000005352
2a,0.8,4.000000000005583,4.000000000005583
2a,0.79,3.950000000005837,3.950000000005837
2a,0.78,3.9000000000060755,3.9000000000060755
2a,0.77,3.8500000000063617,3.8500000000063617
2a,0.76,3.8000000000066616,3.8000000000066616
2a,0.75,3.7500000000069758,3.7500000000069758
2a,0.74,3.7000000000072264,3.7000000000072264
2a,0.73,3.650000000007481,3.650000000007481
2a,0.72,3.6000000000077472,3.6000000000077472
2a,0.71,3.5500000000080263,3.5500000000080263
2a,0.7,3.5000000000083182,3.5000000000083182
2a,0.69,3.450000000008628,3.450000000008628
2a,0.6799999999999999,3.400000000008955,3.400000000008955
2a,0.6699999999999999,3.3500000000093024,3.3500000000093024
2a,0.6599999999999999,3.3000000000096725,3.3000000000096725
2a,0.6499999999999999,3.2500000000101283,3.2500000000101283
2a,0.64,3.2000000000105406,3.2000000000105406
2a,0.63,3.1500000000109782,3.1500000000109782
2a,0.62,3.100000000011445,3.100000000011445
2a,0.61,3.0500000000119423,3.0500000000119423
2a,0.6,3.000000000012473,3.000000000012473
2a,0.59,2.9500000000130386,2.9500000000130386
2a,0.5800000000000001,2.9000000000136437,2.9000000000136437
2a,0.5700000000000001,2.850000000014288,2.850000000014288
2a,0.56,2.8000000000149754,2.8000000000149754
2a,0.55,2.750000000015708,2.750000000015708
2a,0.54,2.7000000000164888,2.7000000000164888
2a,0.53,2.650000000017319,2.650000000017319
2a,0.52,2.600000000018202,2.600000000018202
2a,0.51,2.5500000000191396,2.5500000000191396
2a,0.5,2.5000000000201346,2.5000000000201346
2a,0.49,2.45000000002119,2.45000000002119
2a,0.48,2.4000000000223056,2.4000000000223056
2a,0.47,2.350000000023483,2.350000000023483
2a,0.45999999999999996,2.300000000024727,2.300000000024727
2a,0.44999999999999996,2.250000000026039,2.250000000026039
2a,0.43999999999999995,2.200000000001466,2.200000000001466
2a,0.42999999999999994,2.1500000000015898,2.1500000000015898
2a,0.42000000000000004,2.1000000000017223,2.1000000000017223
2a,0.41000000000000003,2.0500000000018623,2.0500000000018623
2a,0.4,2.00000000000201,2.00000000000201
2a,0.39,1.9500000000021664,1.9500000000021664
2a,0.38,1.900000000002331,1.900000000002331
2a,0.37,1.8500000000025045,1.8500000000025045
2a,0.36,1.8000000000026875,1.8000000000026875
2a,0.35,1.7500000000028788,1.7500000000028788
2a,0.33999999999999997,1.7000000000030782,1.7000000000030782
2a,0.32999999999999996,1.6500000000032897,1.6500000000032897
2a,0.31999999999999995,1.6000000000035133,1.6000000000035133
2a,0.30999999999999994,1.550000000003749,1.550000000003749
2a,0.29999999999999993,1.5000000000039964,1.5000000000039964
2a,0.29000000000000004,1.4500000000042579,1.4500000000042579
2a,0.28,1.4000000000045316,1.4000000000045316
2a,0.27,1.350000000005679,1.350000000005679
2a,0.26,1.3000000000059786,1.3000000000059786
2a,0.25,1.250000000006321,1.250000000006321
2a,0.24,1.2000000000066693,1.2000000000066693
2a,0.22999999999999998,1.150000000007474,1.150000000007474
2a,0.21999999999999997,1.1000000000088719,1.1000000000088719
2a,0.20999999999999996,1.0500000000102636,1.0500000000102636
2a,0.19999999999999996,1.0000000000118465,1.0000000000118465
2a,0.18999999999999995,0.9500000000136094,0.9500000000136094
2a,0.17999999999999994,0.900000000015442,0.900000000015442
2a,0.16999999999999993,0.8500000000174539,0.8500000000174539
2a,0.16000000000000003,0.8000000000196441,0.8000000000196441
2a,0.15000000000000002,0.7500000000197852,0.7500000000197852
2a,0.14,0.7000000000220832,0.7000000000220832
2a,0.13,0.6500000000245697,0.6500000000245697
2a,0.12,0.6000000000272394,0.6000000000272394
2a,0.10999999999999999,0.5500000000300864,0.5500000000300864
2a,0.09999999999999998,0.5000000000334053,0.5000000000334053
2a,0.08999999999999997,0.4500000000363425,0.4500000000363425
2a,0.07999999999999996,0.40000000000524316,0.40000000000524316
2a,0.06999999999999995,0.3500000000095089,0.3500000000095089
2a,0.05999999999999994,0.30000000000965793,0.30000000000965793
2a,0.04999999999999993,0.25000000001173694,0.25000000001173694
2a,0.040000000000000036,0.20000000001528126,0.20000000001528126
2a,0.030000000000000027,0.1500000000320806,0.1500000000320806
2a,0.020000000000000018,0.10000000006298397,0.10000000006298397
2a,0.010000000000000009,0.05000000002322719,0.05000000002322719
2a,0.0,0.0,0.0
2b,1.0,0.5882352941361967,9.411764705863808
2b,0.99,0.5823529411912559,9.317647058812014
2b,0.98,0.5764705882481985,9.223529411754589
2b,0.97,0.5705882353916462,9.129411764624779
2b,0.96,0.5647058824313017,9.035294117581278
2b,0.95,0.5588235294898557,8.941176470521993
2b,0.94,0.5529411765510868,8.847058823462921
2b,0.9299999999999999,0.547058823612044,8.752941176402608
2b,0.92,0.5411764706035346,8.658823529398573
2b,0.91,0.5352941177455964,8.564705882270914
2b,0.9,0.529411764820082,8.470588235198756
2b,0.89,0.5235294118844993,8.376470588133722
2b,0.88,0.5176470589534612,8.282352941066284
2b,0.87,0.5117647060184201,8.188235294002174
2b,0.86,0.505882352956358,8.094117647045877
2b,0.85,0.5000000000158576,7.999999999986464
2b,0.84,0.49411764707540873,7.90588235292702
2b,0.83,0.4882352941353485,7.811764705867249
2b,0.8200000000000001,0.48235294119484745,7.7176470588078105
2b,0.81,0.4764705882543629,7.62352941174835
2b,0.8,0.47058823531127114,7.5294117646913765
2b,0.79,0.46470588237088395,7.435294117631791
2b,0.78,0.45882352943051274,7.3411764705721865
2b,0.77,0.45294117649161747,7.24705882351112
2b,0.76,0.4470588235498372,7.1529411764529165
2b,0.75,0.44117647060953263,7.058823529393258
2b,0.74,0.4352941176683187,6.964705882334464
2b,0.73,0.4294117647280432,6.870588235274759
2b,0.72,0.42352941188922233,6.776470588125654
2b,0.71,0.4176470588413918,6.682352941161735
2b,0.7,0.41176470590033143,6.588235294102799
2b,0.69,0.40588235295952757,6.4941176470436535
2b,0.6799999999999999,0.4000000000188113,6.399999999984445
2b,0.6699999999999999,0.3941176470781131,6.305882352925224
2b,0.6599999999999999,0.3882352941374698,6.211764705865947
2b,0.6499999999999999,0.38235294119711916,6.1176470588063765
2b,0.64,0.37647058825679475,6.023529411746784
2b,0.63,0.37058823531650775,5.929411764687156
2b,0.62,0.3647058823762606,5.835294117627492
2b,0.61,0.3588235294362152,5.741176470567682
2b,0.6,0.3529411764962102,5.64705882350784
2b,0.59,0.3470588235563142,5.552941176447892
2b,0.5800000000000001,0.34117647061646017,5.458823529387914
2b,0.5700000000000001,0.3352941176687262,5.36470588233359
2b,0.56,0.3294117647293487,5.2705882352731495
2b,0.55,0.32352941178929556,5.176470588213322
2b,0.54,0.3176470588492425,5.082352941153502
2b,0.53,0.31176470590930383,4.98823529409357
2b,0.52,0.30588235297760913,4.894117647027083
2b,0.51,0.3000000000378819,4.799999999967002
2b,0.5,0.2941176470982482,4.705882352906847
2b,0.49,0.2882352941587043,4.611764705846624
2b,0.48,0.28235294121703103,4.517647058788499
2b,0.47,0.2764705882774591,4.4235294117283095
2b,0.45999999999999996,0.2705882353403362,4.329411764665688
2b,0.44999999999999996,0.26470588240013726,4.23529411760618
2b,0.43999999999999995,0.2588235294609603,4.141176470545691
2b,0.42999999999999994,0.25294117652189146,4.047058823485123
2b,0.42000000000000004,0.24705882358293849,3.9529411764244706
2b,0.41000000000000003,0.2411764706434839,3.8588235293643445
2b,0.4,0.23529411770472666,3.7647058823035424
2b,0.39,0.22941176476614547,3.6705882352426045
2b,0.38,0.22352941182772584,3.5764705881815497
2b,0.37,0.2176470588894812,3.482352941120371
2b,0.36,0.2117647059514297,3.388235294059056
2b,0.35,0.20588235301359017,3.2941176469975924
2b,0.33999999999999997,0.20000000007598384,3.199999999935965
2b,0.32999999999999996,0.1941176471386351,3.105882352874161
2b,0.31999999999999995,0.18823529420157148,3.011764705812158
2b,0.30999999999999994,0.1823529412648249,2.9176470587499357
2b,0.29999999999999993,0.1764705883284321,2.823529411687464
2b,0.29000000000000004,0.17058823539133228,2.7294117646251927
2b,0.28,0.16470588246071705,2.635294117556907
2b,0.27,0.15882352952729292,2.5411764704917554
2b,0.26,0.15294117658974152,2.4470588234312807
2b,0.25,0.14705882366738982,2.352941176356251
2b,0.24,0.14117647073709888,2.2588235292884167
2b,0.22999999999999998,0.1352941178186026,2.164705882208886
2b,0.21999999999999997,0.1294117648960734,2.0705882351348506
2b,0.20999999999999996,0.12352941196256728,1.9764705880708318
2b,0.19999999999999996,0.11764705904016244,1.8823529409959965
2b,0.18999999999999995,0.1117647061213531,1.788235293917988
2b,0.17999999999999994,0.10588235320335111,1.6941176468394425
2b,0.16999999999999993,0.10000000029389639,1.5999999997526309
2b,0.16000000000000003,0.0941176473871143,1.5058823526633864
2b,0.15000000000000002,0.08823529449145252,1.4117647055634293
2b,0.14,0.08235294158428114,1.317647058474995
2b,0.13,0.07647058865049233,1.223529411415732
2b,0.12,0.07058823578523743,1.1294117642963781
2b,0.10999999999999999,0.06470588240885118,1.0352941176010055
2b,0.09999999999999998,0.058823529480542196,0.9411764705309462
2b,0.08999999999999997,0.052941176555975994,0.8470588234581776
2b,0.07999999999999996,0.047058823649661165,0.7529411763686618
2b,0.06999999999999995,0.041176470738639386,0.6588235292837182
2b,0.05999999999999994,0.03529411783324134,0.5647058821938623
2b,0.04999999999999993,0.029411764946666794,0.47058823509158465
2b,0.040000000000000036,0.0235294121036641,0.37647058795897603
2b,0.030000000000000027,0.01764705934365684,0.28235294075586065
2b,0.020000000000000018,0.0117647070172264,0.18823529318442744
2b,0.010000000000000009,0.005882353340139153,0.09411764672246878
2b,0.0,0.0,0.0
2c,1.0,4.0,1.0
2c,0.99,3.9500000000410687,0.9999999999806604
2c,0.98,3.9000000000711985,0.9999999999594253
2c,0.97,3.850000000043828,0.9999999999729324
2c,0.96,3.800000000028436,0.9999999999822657
2c,0.95,3.750000000025246,0.9999999999839779
2c,0.94,3.7000000000251116,0.9999999999836504
2c,0.9299999999999999,3.650000000025807,0.9999999999820786
2c,0.92,3.6000000000258128,0.9999999999817085
2c,0.91,3.550000000025603,0.9999999999815244
2c,0.9,3.5000000000255596,0.9999999999812631
2c,0.89,3.450000000025446,0.9999999999810893
2c,0.88,3.4000000000252926,0.9999999999809944
2c,0.87,3.3500000000253927,0.9999999999809632
2c,0.86,3.3000000000263316,0.9999999999805868
2c,0.85,3.250000000027325,0.9999999999803362
2c,0.84,3.200000000027839,0.9999999999804426
2c,0.83,3.1500000000288866,0.9999999999801472
2c,0.8200000000000001,3.100000000029172,0.9999999999803887
2c,0.81,3.0500000000292387,0.9999999999806483
2c,0.8,3.000000000029864,0.9999999999804482
2c,0.79,2.9500000000290023,0.9999999999811839
2c,0.78,2.900000000028658,0.9999999999810542
2c,0.77,2.8500000000283814,0.9999999999811554
2c,0.76,2.800000000028397,0.9999999999810075
2c,0.75,2.7500000000286193,0.9999999999806785
2c,0.74,2.700000000029202,0.9999999999800627
2c,0.73,2.6500000000225445,0.9999999999847364
2c,0.72,2.6000000000269137,0.9999999999820935
2c,0.71,2.5500000000230134,0.9999999999842557
2c,0.7,2.500000000023257,0.9999999999839871
2c,0.69,2.4500000000235316,0.9999999999836922
2c,0.6799999999999999,2.40000000002795,0.9999999999804519
2c,0.6699999999999999,2.3500000000236074,0.9999999999833695
2c,0.6599999999999999,2.300000000023958,0.9999999999829949
2c,0.6499999999999999,2.2500000000243374,0.9999999999825905
2c,0.64,2.200000000024754,0.9999999999821501
2c,0.63,2.1500000000252615,0.9999999999815874
2c,0.62,2.100000000025797,0.9999999999809819
2c,0.61,2.050000000265387,0.999999999801952
2c,0.6,2.0000000002731886,0.9999999997936694
2c,0.59,1.9500000002552524,0.9999999998075033
2c,0.5800000000000001,1.900000000291892,0.9999999997740695
2c,0.5700000000000001,1.8500000003087496,0.9999999997591102
2c,0.56,1.8000000003457084,0.9999999997210921
2c,0.55,1.7500000003706877,0.999999999698417
2c,0.54,1.7000000004003206,0.9999999996713439
2c,0.53,1.6500000004358875,0.999999999638608
2c,0.52,1.600000000488831,0.9999999995906015
2c,0.51,1.550000000528772,0.9999999995513426
2c,0.5,1.5000000000611995,0.9999999999474625
2c,0.49,1.4500000000719242,0.999999999937453
2c,0.48,1.4000000000900568,0.9999999999206776
2c,0.47,1.350000000110285,0.9999999999013537
2c,0.45999999999999996,1.3000000001395078,0.9999999998731358
2c,0.44999999999999996,1.2500000001849898,0.9999999998287741
2c,0.43999999999999995,1.2000000002634952,0.9999999997515154
2c,0.42999999999999994,1.150000000251354,0.999999999758032
2c,0.42000000000000004,1.1000000004888741,0.9999999995214757
2c,0.41000000000000003,1.050000002637546,0.9999999973821088
2c,0.4,1.0000129146605534,0.9999870853464722
2c,0.39,0.9750000024647141,0.9749999975572389
2c,0.38,0.9500000004326549,0.9499999995818874
2c,0.37,0.9250000017605439,0.9249999983652911
2c,0.36,0.9000000010422262,0.8999999990819227
2c,0.35,0.8750000007836527,0.8749999993507416
2c,0.33999999999999997,0.8500000005845799,0.8499999995498526
2c,0.32999999999999996,0.8250000004633441,0.8249999996711674
2c,0.31999999999999995,0.8000000003851995,0.7999999997498024
2c,0.30999999999999994,0.7750000003351711,0.774999999801696
2c,0.29999999999999993,0.7500000003025413,0.7499999998373598
2c,0.29000000000000004,0.7250000002774067,0.7249999998657377
2c,0.28,0.7000000003045755,0.6999999999062166
2c,0.27,0.6750000002933236,0.6749999999215126
2c,0.26,0.650000000028585,0.6499999999935102
2c,0.25,0.6250000000280623,0.6249999999947671
2c,0.24,0.6000000000281066,0.5999999999955746
2c,0.22999999999999998,0.5750000000268481,0.5749999999966614
2c,0.21999999999999997,0.5500000000274203,0.5499999999971891
2c,0.20999999999999996,0.5250000000282123,0.5249999999980837
2c,0.19999999999999996,0.5000000000247243,0.49999999999913836
2c,0.18999999999999995,0.47500000002717474,0.47499999999912007
2c,0.17999999999999994,0.4500000000284713,0.44999999999966006
2c,0.16999999999999993,0.4250000000300551,0.4250000000003609
2c,0.16000000000000003,0.4000000000350142,0.4000000000011894
2c,0.15000000000000002,0.3750000000380307,0.37500000000229894
2c,0.14,0.3500000000478491,0.35000000000244674
2c,0.13,0.3250000000555068,0.32500000000284
2c,0.12,0.3000000000658198,0.30000000000284827
2c,0.10999999999999999,0.275000000060629,0.2750000000058544
2c,0.09999999999999998,0.2500000000764261,0.25000000000424943
2c,0.08999999999999997,0.22500000009454696,0.22500000000341314
2c,0.07999999999999996,0.20000000011633054,0.20000000000206455
2c,0.06999999999999995,0.1750000001494196,0.17499999999985094
2c,0.05999999999999994,0.1500000001877415,0.1499999999987786
2c,0.04999999999999993,0.125000000025126,0.12499999999973986
2c,0.040000000000000036,0.10000000004282206,0.09999999999901851
2c,0.030000000000000027,0.0750000000713855,0.07499999999668709
2c,0.020000000000000018,0.0500000001342762,0.049999999993514344
2c,0.010000000000000009,0.025000000406744865,0.02499999997608334
2c,0.0,0.0,0.0
2d,1.0,8.0,2.0
2d,0.99,7.900000000017152,1.9999999999891667
2d,0.98,7.800000000010352,1.9999999999946092
2d,0.97,7.700000000011527,1.999999999993786
2d,0.96,7.600000000012229,1.9999999999931577
2d,0.95,7.500000000012826,1.9999999999927185
2d,0.94,7.40000000001313,1.9999999999925009
2d,0.9299999999999999,7.300000000013165,1.999999999992447
2d,0.92,7.2000000000130395,1.9999999999924791
2d,0.91,7.1000000000128916,1.999999999992512
2d,0.9,7.00000000001315,1.9999999999917946
2d,0.89,6.900000000012802,1.999999999991945
2d,0.88,6.800000000012535,1.9999999999920353
2d,0.87,6.700000000012322,1.999999999992092
2d,0.86,6.600000000012178,1.9999999999920999
2d,0.85,6.5000000000117755,1.999999999992263
2d,0.84,6.4000000000116835,1.999999999992241
2d,0.83,6.30000000001162,1.9999999999922047
2d,0.8200000000000001,6.200000000011586,1.9999999999921512
2d,0.81,6.1000000000116446,1.9999999999920397
2d,0.8,6.000000000011729,1.999999999991908
2d,0.79,5.900000000011799,1.999999999991792
2d,0.78,5.800000000011875,1.9999999999916696
2d,0.77,5.700000000011954,1.99999999999154
2d,0.76,5.600000000011972,1.999999999991457
2d,0.75,5.500000000012054,1.999999999991326
2d,0.74,5.400000000012156,1.9999999999911802
2d,0.73,5.300000000012232,1.9999999999910507
2d,0.72,5.200000000012285,1.9999999999909361
2d,0.71,5.100000000010328,1.9999999999925997
2d,0.7,5.000000000010569,1.9999999999923206
2d,0.69,4.900000000010813,1.9999999999920337
2d,0.6799999999999999,4.800000000011023,1.9999999999917988
2d,0.6699999999999999,4.7000000000112,1.9999999999915934
2d,0.6599999999999999,4.6000000000114305,1.9999999999913356
2d,0.6499999999999999,4.500000000012847,1.9999999999898364
2d,0.64,4.400000000114652,1.999999999911707
2d,0.63,4.300000000119214,1.9999999999084104
2d,0.62,4.20000000010079,1.9999999999167526
2d,0.61,4.100000000105938,1.999999999912748
2d,0.6,4.000000000091036,1.9999999999235594
2d,0.59,3.9000000001235455,1.999999999896196
2d,0.5800000000000001,3.80000000010245,1.9999999999135962
2d,0.5700000000000001,3.7000000001424977,1.9999999998795281
2d,0.56,3.6000000001161347,1.9999999999014915
2d,0.55,3.5000000001697047,1.9999999998557867
2d,0.54,3.400000000136431,1.9999999998834928
2d,0.53,3.3000000002034775,1.999999999825126
2d,0.52,3.200000000163457,1.9999999998587608
2d,0.51,3.1000000001825625,1.9999999998412268
2d,0.5,3.0000000002065654,1.9999999998189533
2d,0.49,2.9000000002372976,1.999999999790122
2d,0.48,2.800000000277852,1.9999999997516698
2d,0.47,2.700000000333591,1.9999999996982698
2d,0.45999999999999996,2.6000000004143393,1.9999999996201518
2d,0.44999999999999996,2.500000000538834,1.99999999949865
2d,0.43999999999999995,2.4000000007518456,1.9999999992887405
2d,0.42999999999999994,2.30000000117449,1.9999999988705552
2d,0.42000000000000004,2.2000000002050273,1.9999999997993472
2d,0.41000000000000003,2.100000000679542,1.9999999993253001
2d,0.4,2.0000128452616757,1.9999871547417738
2d,0.39,1.9500000007133407,1.9499999992926187
2d,0.38,1.9000000002046702,1.8999999998012027
2d,0.37,1.8500000009958313,1.8499999990626739
2d,0.36,1.800000000657443,1.799999999411459
2d,0.35,1.7500000004461116,1.7499999996224767
2d,0.33999999999999997,1.7000000003391862,1.6999999997347146
2d,0.32999999999999996,1.6500000002691018,1.6499999998076371
2d,0.31999999999999995,1.6000000002213481,1.5999999998561065
2d,0.30999999999999994,1.5500000001881857,1.5499999998920415
2d,0.29999999999999993,1.5000000001479044,1.4999999999282232
2d,0.29000000000000004,1.4500000001357338,1.4499999999416597
2d,0.28,1.4000000001379043,1.399999999948311
2d,0.27,1.350000000133293,1.3499999999560093
2d,0.26,1.300000000128241,1.2999999999652887
2d,0.25,1.2500000001258946,1.2499999999729645
2d,0.24,1.200000000131038,1.1999999999783082
2d,0.22999999999999998,1.1500000001288828,1.149999999979613
2d,0.21999999999999997,1.1000000001279928,1.099999999982173
2d,0.20999999999999996,1.0500000001355139,1.0499999999821388
2d,0.19999999999999996,1.00000000014265,0.9999999999837845
2d,0.18999999999999995,0.9500000001507939,0.9499999999857583
2d,0.17999999999999994,0.9000000001561332,0.8999999999919925
2d,0.16999999999999993,0.8500000001662036,0.849999999999677
2d,0.16000000000000003,0.8000000001794744,0.8000000000070692
2d,0.15000000000000002,0.7500000002021003,0.7500000000072087
2d,0.14,0.7000000000209561,0.7000000000000819
2d,0.13,0.6500000000231583,0.6500000000002322
2d,0.12,0.6000000000273347,0.5999999999997166
2d,0.10999999999999999,0.5500000000243668,0.5500000000025632
2d,0.09999999999999998,0.5000000000286852,0.5000000000026137
2d,0.08999999999999997,0.4500000000338329,0.4500000000024485
2d,0.07999999999999996,0.40000000003879727,0.400000000003435
2d,0.06999999999999995,0.3500000000442984,0.35000000000389925
2d,0.05999999999999994,0.3000000000676762,0.300000000007616
2d,0.04999999999999993,0.2500000001034044,0.25000000001153394
2d,0.040000000000000036,0.2000000000154957,0.20000000000164403
2d,0.030000000000000027,0.1500000000212237,0.15000000000228683
2d,0.020000000000000018,0.1000000000561696,0.10000000000578325
